Name,Category,Address,City,State,Zipcode,Phone,Latitude,Longitude
DISTRICT TACO LLC,Restaurant,1309 F ST NW ,WASHINGTON,DC,20004,Not Available,38.89758591,-77.03015362
Cafe Berlin,Restaurant,322 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89444828,-77.00093337
"POLLO CAMPERO OF MARYLAND, LLC.",Restaurant,3229 14TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93008283,-77.032174
District Taco,Restaurant,656 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20003,Not Available,38.8852656697,-76.9967084586
M CAFE,Restaurant,1634 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91241135,-77.03228894
CHOP'T CREATIVE SALAD COMPANY LLC,Restaurant,801 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89442863,-77.02350611
AHOLD USA LICENSING DEPARTMENT,Restaurant,1400 7TH ST NW ,WASHINGTON,DC,20001,7172407541.0,38.90892551,-77.02222406
POTBELLY SANDWICH WORKS LLC,Restaurant,1050 K ST NW ,WASHINGTON,DC,20001,3129510600.0,38.90228557,-77.02669784
MARRIOTT MARQUIS,Restaurant,901 MASSACHUSETTS AVE NW ,WASHINGTON,DC,20001,Not Available,38.90367009,-77.02467863
M STREET MANAGEMENT GROUP LLC,Restaurant,1819 M ST NW ,WASHINGTON,DC,20036,Not Available,38.90590403,-77.04257115
DC Pizza,Restaurant,1899 L ST NW ,WASHINGTON,DC,20036,Not Available,38.90394526,-77.04303874
TIMGAD CAF'E L.L.C.,Restaurant,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
TSEDAL LLC,Restaurant,2424 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20037,Not Available,38.902983,-77.05227263
SOUNDCHECK LLC,Restaurant,1420 K ST NW ,WASHINGTON,DC,20005,Not Available,38.90214213,-77.03281115
OLIVER FOOD 6 INC,Restaurant,2861 ALABAMA AVE SE ,WASHINGTON,DC,20020,Not Available,38.86010851,-76.96522528
AND PIZZA,Restaurant,1375 KENYON ST NW ,WASHINGTON,DC,20010,Not Available,38.92985077,-77.03185097
CITY TAP 901 DC LLC.,Restaurant,901 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90112237,-77.0235731
GRIFFIN GOURP LLC,Restaurant,1904 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91576313,-77.03217942
"TEEMNOW, LLC",Restaurant,1610 U ST NW ,WASHINGTON,DC,20009,Not Available,38.91678718,-77.03731528
TIMBER PIZZA COMPANY LLC.,Restaurant,809 UPSHUR ST NW ,WASHINGTON,DC,20011,Not Available,38.94210451,-77.02382947
DMM LLC,Restaurant,1900 Q ST NW ,WASHINGTON,DC,20009,Not Available,38.91099236,-77.04363978
HAIKAN,Restaurant,805 V ST NW ,WASHINGTON,DC,20001,Not Available,38.91792664,-77.02317092
SENBEB CAFE AND WELLNESS COMPLEX INC.,Restaurant,6224 3RD ST NW ,WASHINGTON,DC,20011,Not Available,38.96571988,-77.01643036
THE SMITH,Restaurant,901 F ST NW ,WASHINGTON,DC,20004,Not Available,38.89754896,-77.02430993
DHH FOOD INC,Restaurant,90 K ST NE ,WASHINGTON,DC,20002,Not Available,38.9028841,-77.00658771
INDIA GET RESTAURANT INC.,Restaurant,2020 P ST NW ,WASHINGTON,DC,20036,Not Available,38.90940063,-77.0458652
"FOREVER ENTERPRISE, LLC",Restaurant,1380 H ST NE ,WASHINGTON,DC,20002,Not Available,38.90037356,-76.98570762
IL PIATTO,Restaurant,900 16TH ST NW ,WASHINGTON,DC,20006,Not Available,38.90171734,-77.03698518
"HBGT, LLC",Restaurant,1039 31ST ST NW ,WASHINGTON,DC,20007,Not Available,38.9036549452,-77.0608684076
OKI & GEORGETOWN,Restaurant,1608 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91106343,-77.06550367
NPB GROUP LLC.,Restaurant,3287 M ST NW ,WASHINGTON,DC,20007,Not Available,38.90531059,-77.06565103
"WALMAY GLOBAL RESOURCE, LLC.",Restaurant,2700 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91797719,-76.9705995
ALLEY CATS HOSPITALITY LLC,Restaurant,50 BLAGDEN ALY NW ,WASHINGTON,DC,20001,Not Available,38.90620925,-77.02518495
VINEGAR HILL HOSPITALITY LLC,Restaurant,5501 14TH ST NW ,WASHINGTON,DC,20011,Not Available,38.95669905,-77.03321953
BINDAAS 2000 PENN L.L.C.,Restaurant,2000 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20006,Not Available,38.90035538,-77.0457758
UNION TRUST 740 15TH LLC,Restaurant,740 15TH ST NW ,WASHINGTON,DC,20005,Not Available,38.89991909,-77.03392905
Hill Restaurant Group,Restaurant,711 8TH ST SE ,WASHINGTON,DC,20003,Not Available,38.8808298,-76.99527748
RICE BAR 12th St INC.,Restaurant,1206 G ST NW ,WASHINGTON,DC,20005,Not Available,38.89817057,-77.02855034
A.H.Z L.L.C.,Restaurant,1823 L ST NW ,WASHINGTON,DC,20036,Not Available,38.90399423,-77.04270409
AMML LLC,Restaurant,4814 MACARTHUR BLVD NW ,WASHINGTON,DC,20007,Not Available,38.91658158,-77.09618364
Horizon LLC,Restaurant,1916 M ST NW ,WASHINGTON,DC,20036,Not Available,38.90539975,-77.0442451
"FIVE GUYS PROPERTIES, LLC.",Restaurant,799 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.89952718,-77.02351148
RAZI FOODS L.L.C.,Restaurant,2301 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92057871,-77.02164697
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,Restaurant,801 MOUNT VERNON PL NW ,WASHINGTON,DC,20001,Not Available,38.90358717,-77.02310078
SMOKED & STACKED LLC.,Restaurant,1239 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.9068675,-77.02372615
"COMPASS GROUP USA, INC",Restaurant,3500 NEBRASKA AVE NW ,WASHINGTON,DC,20016,Not Available,38.93920476,-77.0869547
Unknown,Delicatessen,225 7TH ST SE ,WASHINGTON,DC,20003,2025439729.0,38.88641312,-76.99646843
G.H. SUBWAY INC.,Delicatessen,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,2023471119.0,38.89493993,-77.03021187
UNION MEAT CO LLC,Delicatessen,225 7TH ST SE ,WASHINGTON,DC,20003,2025472626.0,38.88641312,-76.99646843
"AHOLD USA, LICENSING DEPARTMENT",Delicatessen,4303 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,3016184995.0,38.94449932,-77.06317022
3445 14TH STREET INCORPORATED,Delicatessen,3445 14TH ST NW ,WASHINGTON,DC,20010,2026671761.0,38.93330019,-77.03243103
GRAND CHINA CARRYOUT,Delicatessen,1201 SOUTH CAPITOL ST SW ,WASHINGTON,DC,20003,2025548231.0,38.87589938,-77.00944313
ANDRENE FINN,Delicatessen,308 KENNEDY ST NW ,WASHINGTON,DC,20011,2022917007.0,38.95634136,-77.01655223
Unknown,Delicatessen,1130 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,2024662190.0,38.9046413,-77.04112904
RHODE ISLAND PIZZA LLC.,Delicatessen,1348 BRENTWOOD RD NE ,WASHINGTON,DC,20018,2028327272.0,38.92479921,-76.98638993
URBAN ADVENTURES AT GALLERY PLACE LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,2029392563.0,38.8980785153,-77.0209572291
BALLY'S CARRY-OUT LLC,Delicatessen,5577 CENTRAL AVE SE ,WASHINGTON,DC,20019,2024383829.0,38.88558996,-76.91915135
VALENCIA INVESTMENTS LLC.,Delicatessen,3204 PENNSYLVANIA AVE SE ,WASHINGTON,DC,20020,Not Available,38.86986362,-76.96011731
WW901 INC.,Delicatessen,901 K ST NW ,WASHINGTON,DC,20001,Not Available,38.90277626,-77.02546677
STARBUCKS  CORPORATION,Delicatessen,232 CARROLL ST NW ,WASHINGTON,DC,20012,Not Available,38.97475937,-77.01533323
"CAVA MEZZE GRILL, LLC.",Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
JO & YU INC.,Delicatessen,601 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,2025254957.0,38.89329945,-77.02050143
SAKINA LLC.,Delicatessen,3618 14TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93694515,-77.03300156
Nino's Bakery,Delicatessen,1310 L ST NW ,WASHINGTON,DC,20005,Not Available,38.90342658,-77.03046783
PENTHOUSE POOL & LOUNGE,Delicatessen,1612 U ST NW ,WASHINGTON,DC,20009,Not Available,38.91673546,-77.0376357
STREETS MARKET,Delicatessen,3427 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93523531,-77.05788456
PHO VIET USA INC,Delicatessen,2628 11TH ST NW ,WASHINGTON,DC,20001,Not Available,38.92456117,-77.02724854
JJK INC,Delicatessen,519 H ST NW ,WASHINGTON,DC,20001,Not Available,38.89998273,-77.01963435
LEVY @ DC UNITED - LA PEPA 2,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
LEVY @ DC UNITED - CITIZEN SMOKE,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
KRIS MARIE LLC,Delicatessen,4505 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.94828645,-77.07947118
SOL MEXICAN GRILL THREE LLC.,Delicatessen,655 K ST NW ,WASHINGTON,DC,20001,Not Available,38.90280385,-77.02077923
DD UNION MARKET LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,2027501955.0,38.90871669,-76.99765027
UZU LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
STUDENTS OF GEORGETOWN INC,Delicatessen,3700 O ST NW ,WASHINGTON,DC,20057,Not Available,38.90750247,-77.07273891
STUDENTS OF GEORGETOWN INC,Delicatessen,3700 O ST NW ,WASHINGTON,DC,20057,Not Available,38.90750247,-77.07273891
Urban Scoop LLC,Delicatessen,2824 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92682458,-77.02316551
M AND SAM LLC,Delicatessen,2608 GEORGIA AVE NW ,WASHINGTON,DC,20001,Not Available,38.92447781,-77.02278234
CAFE U L.L.C.,Delicatessen,1017 U ST NW ,WASHINGTON,DC,20001,Not Available,38.91719623,-77.02650901
CAPITOL GROUNDS CAFE INC,Delicatessen,1010 17TH ST NW ,WASHINGTON,DC,20036,Not Available,38.90296826,-77.03878384
LINXI INC.,Delicatessen,3847 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.89303234,-76.95035891
DEE ZEE GROUP LLC,Delicatessen,701 8TH ST SE ,WASHINGTON,DC,20003,Not Available,38.88110723,-76.99524311
Comunitario Coffee LLC dba La Coop Coffee Co.,Delicatessen,500 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.9562147,-77.0200788
"Discount Drugs Wisconsin, Inc",Delicatessen,5100 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.95629519,-77.08385851
"DDC 8-406, LLC",Delicatessen,406 8TH ST SE ,WASHINGTON,DC,20003,Not Available,38.88351542,-76.99465757
THE GROVE INC.,Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
Compass Coffee,Delicatessen,655 NEW YORK AVE NW ,WASHINGTON,DC,20001,Not Available,38.90346782,-77.02114443
ACK CHOCOLATE INDUSTRIES LLC,Delicatessen,1280 4TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90885456,-76.99959174
Compass Coffee,Delicatessen,1301 K ST NW ,WASHINGTON,DC,20005,Not Available,38.90292621,-77.03052064
Franklin Grill,Delicatessen,400 NORTH CAPITOL ST NW ,WASHINGTON,DC,20001,Not Available,38.89539746,-77.00959833
Yerevan,Delicatessen,2204 18TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91904782,-77.04182773
6Co Eatery,Delicatessen,1916 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20020,Not Available,38.86704403,-76.98861506
Son of a Fish LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
Gueny Cafe & Market LLC.,Delicatessen,5320 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.95477803,-77.02808269
"Compass Group USA, Inc",Delicatessen,600 22ND ST NW ,WASHINGTON,DC,20052,Not Available,38.89784158,-77.04935324
Grazie Grazie,Delicatessen,85 DISTRICT SQ SW ,WASHINGTON,DC,20024,Not Available,38.87961401,-77.02525981
REED ZOO LLC,Delicatessen,3001 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93060711,-77.05437784
"Compass Group USA, Inc.",Delicatessen,2121 H ST NW ,WASHINGTON,DC,20052,Not Available,38.90000598,-77.04778967
"Compass Group USA, Inc.",Delicatessen,2121 H ST NW ,WASHINGTON,DC,20052,Not Available,38.90000598,-77.04778967
Cassava LLC dba Spot of Tea,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
DC TASTY CORNER,Delicatessen,3147 DUMBARTON ST NW ,WASHINGTON,DC,20007,Not Available,38.90776051,-77.06300889
Panera Bread #7021,Delicatessen,1528 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.91074577,-77.04443704
Bread Furst Bakery,Delicatessen,1600 21ST ST NW ,WASHINGTON,DC,20009,Not Available,38.91150234,-77.04685225
Los Cinco Tacos,Delicatessen,711 FLORIDA AVE NW ,WASHINGTON,DC,20001,Not Available,38.91669756,-77.02248512
"ServiceSource, Inc",Delicatessen,3207 M ST NW ,WASHINGTON,DC,20007,Not Available,38.90534772,-77.06316771
Cassava LLC,Delicatessen,2101 P ST NW ,WASHINGTON,DC,20037,Not Available,38.90978516,-77.04687661
Doki Doki BBQ,Delicatessen,670 RHODE ISLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.92210939,-76.99691248
Khushi Flavor,Delicatessen,2000 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.91713131,-76.9998403
"Reddington Partners, LLC",Delicatessen,429 L'ENFANT PLZ SW ,WASHINGTON,DC,20024,Not Available,38.88384037,-77.0251698
Paste & Rind Cheese Co.,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
Flik International Corp.,Delicatessen,701 13TH ST NW ,WASHINGTON,DC,20005,Not Available,38.8989472,-77.02930642
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,Not Available,38.8980785153,-77.0209572291
PHOWHEELSDC LLC,Delicatessen,1309 5TH ST NE ,WASHINGTON,DC,20002,Not Available,38.90871669,-76.99765027
Wali Georgetown LLC DBA Paisano's Georgetown,Delicatessen,1815 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91520811,-77.06713861
"c/o Flaherty & OHara, P.C.",Delicatessen,3700 O ST NW ,WASHINGTON,DC,20057,Not Available,38.90750247,-77.07273891
"Compass Coffee, LLC",Delicatessen,1924 14TH ST NW ,WASHINGTON,DC,20009,Not Available,38.91638764,-77.03222271
Juneberry Garage,Delicatessen,6810 CAMERON DR NW ,WASHINGTON,DC,20012,Not Available,38.97287707,-77.02920862
Peyker LLC,Delicatessen,1510 H ST NW ,WASHINGTON,DC,20005,Not Available,38.89993252,-77.03430464
1099 Pizza Systems LLC,Delicatessen,4321 WISCONSIN AVE NW ,WASHINGTON,DC,20016,Not Available,38.94568811,-77.07811804
NAI Saturn Eastern LLC,Grocery Store,1601 MARYLAND AVE NE ,WASHINGTON,DC,20002,Not Available,38.90056763,-76.97977005
NAI Saturn Eastern LLC.,Grocery Store,1855 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.91618015,-77.06727374
TCHOUGOUE INVESTMENT LLC,Restaurant,107 KENNEDY ST NW ,WASHINGTON,DC,20011,Not Available,38.95681548,-77.01206695
7-ELEVEN,Delicatessen,4443 BENNING RD NE ,WASHINGTON,DC,20019,Not Available,38.89077975,-76.93886236
"DOLCI GELATI CAFE, LLC.",Delicatessen,1420 8TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90904962,-77.02313483
NEW DODGE MARKET,Delicatessen,3620 14TH ST NW ,WASHINGTON,DC,20010,Not Available,38.93700628,-77.033028
STAND 112-ARAMARK ENTERTAINMENT,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,Not Available,38.8980785153,-77.0209572291
THE COFFEE BAR,Delicatessen,1200 17TH ST NW ,WASHINGTON,DC,20036,Not Available,38.90602047,-77.03886747
K & C INC.,Delicatessen,3000 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.9298928,-77.05556543
Unknown,Delicatessen,4055 MINNESOTA AVE NE ,WASHINGTON,DC,20019,Not Available,38.89622562,-76.94745543
LARRY'S COOKIES,Delicatessen,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
WALGREENS #16290,Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
BUTTERCREAM BAKESHOP LLC,Delicatessen,1250 9TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90693659,-77.02418977
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,2026615155.0,38.8980785153,-77.0209572291
LELE COFFEE SHOPE,Delicatessen,101 INDEPENDENCE AVE SE ,WASHINGTON,DC,20003,2024122226.0,38.88673957,-77.00468822
ANA'S WHOLESALE INC,Caterers,1361 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91515406,-76.98541051
BJ & M INC,Delicatessen,1629 COLUMBIA RD NW ,WASHINGTON,DC,20009,Not Available,38.92610461,-77.03784927
KANWAL INC,Delicatessen,2210 BLADENSBURG RD NE ,WASHINGTON,DC,20018,Not Available,38.9200724179,-76.970793059
YUAN JIANG II INC.,Delicatessen,1300 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89493993,-77.03021187
DDS/RSA RANDOLPH-SHEPPARD VENDING FACILITIES PROGRAM (RSVFP),Delicatessen,1200 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89481882,-77.028946
SINA FOOD & BEVERAGES LLC,Delicatessen,470 L'ENFANT PLZ SW ,WASHINGTON,DC,20024,Not Available,38.88413801,-77.02434075
COMPASS GROUP USA INC,Delicatessen,2700 MARTIN LUTHER KING J AVE SE ,WASHINGTON,DC,20032,Not Available,38.8495299731,-76.995089006
ITALIAN GOURMET MARKET DELI Inc.,Delicatessen,1707 L ST NW ,WASHINGTON,DC,20036,Not Available,38.90404434,-77.03922436
BROWN BAG LENFANT,Delicatessen,470 L'ENFANT PLZ SW ,WASHINGTON,DC,20024,Not Available,38.88413801,-77.02434075
IM SHIN ENTERPRISES INC,Delicatessen,516 23RD ST NW ,WASHINGTON,DC,20037,Not Available,38.89652685,-77.05114142
CHINA TASTE,Delicatessen,6215 GEORGIA AVE NW ,WASHINGTON,DC,20011,Not Available,38.96558377,-77.02743742
7-ELEVEN 37102A,Delicatessen,3700 12TH ST NE ,WASHINGTON,DC,20017,Not Available,38.93487444,-76.99150891
LA COLOMBE TORREFACTION INC,Delicatessen,900 6TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90104897,-77.02009301
NEW CONGRESIONAL LIQUORS,Delicatessen,404 1ST ST SE ,WASHINGTON,DC,20003,Not Available,38.88481775,-77.00556463
SANG H. KANG & ASSOCIATES,Delicatessen,3073 CANAL ST NW ,WASHINGTON,DC,20007,Not Available,38.90433789,-77.06077768
"QATEGNA, INC.",Delicatessen,1207 TUCKERMAN ST NW ,WASHINGTON,DC,20011,Not Available,38.96760537,-77.02794512
VALENCIA INVESTMENTS LLC,Delicatessen,1127 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.90547736,-77.02172931
FRESH BLENDS GW LLC.,Delicatessen,3210 GRACE ST NW ,WASHINGTON,DC,20007,Not Available,38.90378891,-77.06350954
Dunkin Donuts 2350,Delicatessen,2350 WASHINGTON PL NE ,WASHINGTON,DC,20018,Not Available,38.92103099,-76.99481413
LEE CAFE K STREET LLC,Delicatessen,2020 K ST NW ,WASHINGTON,DC,20006,Not Available,38.90214191,-77.04602654
YOUNG'S DELI & MARKET,Delicatessen,4000 MASSACHUSETTS AVE NW ,WASHINGTON,DC,20016,Not Available,38.93136927,-77.07878386
IT'S MY VENUE LLC,Delicatessen,901 WHARF ST SW ,WASHINGTON,DC,20024,2026867600.0,38.87997699,-77.02590442
PHO VIET USA INC,Delicatessen,3713 NEW HAMPSHIRE AVE NW ,WASHINGTON,DC,20010,Not Available,38.93680695,-77.02361674
ARAMARK EDUCATIONAL SERVICES LLC,Delicatessen,3700 O ST NW ,WASHINGTON,DC,20057,Not Available,38.90750247,-77.07273891
CORNERSTONE FOOD SERVICES INC,Delicatessen,1300 I ST NW ,WASHINGTON,DC,20005,Not Available,38.90101435,-77.03033676
"DDC E - 2025, LLC",Delicatessen,2025 E ST NW ,WASHINGTON,DC,20006,Not Available,38.89644451,-77.04580061
MOOS LLC,Delicatessen,5010 BENNING RD SE ,WASHINGTON,DC,20019,Not Available,38.87815847,-76.93091378
ANVE DC LLC,Delicatessen,1740 M ST NW ,WASHINGTON,DC,20036,Not Available,38.90545051,-77.04039257
"FLAVOR US MARKET, LLC.",Delicatessen,1731 7TH ST NW ,WASHINGTON,DC,20001,Not Available,38.9137494,-77.02166138
LEVY @ DC UNITED - UPPER 90 PIZZA,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
LEVY @ DC UNITED - AREPA ZONE,Delicatessen,100 POTOMAC AVE SW ,WASHINGTON,DC,20024,Not Available,38.86906896,-77.01238121
FRESH BAGUETTE WISCONSIN LLC.,Delicatessen,1737 WISCONSIN AVE NW ,WASHINGTON,DC,20007,Not Available,38.914616,-77.06696278
Ice Cream Jubilee,Delicatessen,301 WATER ST SE ,WASHINGTON,DC,20003,Not Available,38.87346417,-77.00154144
LOAF COFFEE ENTERPRISES LLC,Delicatessen,101 15TH ST NE ,WASHINGTON,DC,20002,Not Available,38.89107988,-76.98347133
ERODRIGUEZ LLC,Delicatessen,3801 14TH ST NW ,WASHINGTON,DC,20011,Not Available,38.93781384,-77.03250333
ARAMARK SPORTS AND ENTERTAINMENT SERVICES LLC,Delicatessen,801 MT VERNON PL NW ,WASHINGTON,DC,20001,Not Available,38.90358717,-77.02310078
CHINA WOK LLC,Delicatessen,1508 BENNING RD NE ,WASHINGTON,DC,20002,Not Available,38.90019163,-76.98145547
"OFFICINA CAFE, LLC.",Delicatessen,1615 L ST NW ,WASHINGTON,DC,20036,Not Available,38.90432106,-77.03744376
Taim Dupont Circle,Delicatessen,1514 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.91048118,-77.04424375
7-ELEVEN INC,Delicatessen,3029 NAYLOR RD SE ,WASHINGTON,DC,20020,Not Available,38.85337612,-76.96509262
Lost Sock Roasters LLC,Delicatessen,6833 4TH ST NW ,WASHINGTON,DC,20012,Not Available,38.97339619,-77.01759964
"Jet Services, Inc.",Delicatessen,3001 CONNECTICUT AVE NW ,WASHINGTON,DC,20008,Not Available,38.93060711,-77.05437784
Rice Bar,Delicatessen,801 PENNSYLVANIA AVE NW ,WASHINGTON,DC,20004,Not Available,38.89442863,-77.02350611
Studio Theatre,Delicatessen,1501 14TH ST NW ,WASHINGTON,DC,20005,Not Available,38.91003169,-77.03166041
Union HFV LLC/ Jamba,Delicatessen,50 MASSACHUSETTS AVE NE ,WASHINGTON,DC,20002,Not Available,38.89761945,-77.00617579
Sama Enterprise Inc,Delicatessen,601 MALCOLM X AVE SE ,WASHINGTON,DC,20032,Not Available,38.84489472,-76.99710175
MFC GOOD HOPE INC,Delicatessen,1350 MARION BARRY AVE SE ,WASHINGTON,DC,20020,Not Available,38.86707145,-76.98540075
Sushi Do LLC,Delicatessen,616 23RD ST NW ,WASHINGTON,DC,20037,Not Available,38.89793869,-77.05040372
Julia's Empanadas,Delicatessen,2452 18TH ST NW ,WASHINGTON,DC,20009,Not Available,38.92196961,-77.04274645
S&M Cafe LLC t/a Cafe Alice,Delicatessen,440 1ST ST NW ,WASHINGTON,DC,20001,Not Available,38.89544728,-77.01247478
"SMOOTHIE KING CO., INC.",Delicatessen,3122 M ST NW ,WASHINGTON,DC,20007,Not Available,38.90496293,-77.06190563
Buna Talk Cafe,Delicatessen,1110 OAK DR SE ,WASHINGTON,DC,20032,Not Available,38.84618735,-76.99020255
WLK COFFE ENTERPRISES,Delicatessen,1600 K ST NW ,WASHINGTON,DC,20006,Not Available,38.90223279,-77.03694636
QARGO COFFEE,Delicatessen,1001 CONNECTICUT AVE NW ,WASHINGTON,DC,20036,Not Available,38.9027901606,-77.038881851
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,Not Available,38.8980785153,-77.0209572291
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,20004,Not Available,38.8980785153,-77.0209572291
ARAMARK ENTERTAINMENT LLC,Delicatessen,601 F ST NW ,WASHINGTON,DC,,Not Available,38.8980785153,-77.0209572291
Pure Green Dupont Circle,Delicatessen,1630 CONNECTICUT AVE NW ,WASHINGTON,DC,20009,Not Available,38.91205437,-77.04524647
SWEET SWEET KITCHEN 2 L.L.C.,Delicatessen,2427 MINNESOTA AVE SE ,WASHINGTON,DC,20020,Not Available,38.87303098,-76.97115515
ILC BRAND INC,Delicatessen,101 INDEPENDENCE AVE SE ,WASHINGTON,DC,20540,Not Available,38.88673957,-77.00468822
VILLAGE FOODS INC,Caterers,703 EDGEWOOD ST NE ,WASHINGTON,DC,20017,Not Available,38.9250448,-76.99582567
Charlie Palmer Steak,Restaurant,101 CONSTITUTION AVE NW ,WASHINGTON,DC,20001-2133,Not Available,38.89281977,-77.01307385
DOMINIO'S PIZZA #4336,Delicatessen,1300 L ST NW ,WASHINGTON,DC,20005,2026398700.0,38.90351396,-77.02998977
LETEKIDAN T HABTIMICAEL,Delicatessen,233 FLORIDA AVE NW ,WASHINGTON,DC,20001,2024623299.0,38.913635,-77.01515313
LISZ INC,Delicatessen,2534 VIRGINIA AVE NW ,WASHINGTON,DC,20037,2023421777.0,38.89876364,-77.05436394
Unknown,Delicatessen,1900 WYOMING AVE NW ,WASHINGTON,DC,20009,7039689730.0,38.91846632,-77.04477776
Unknown,Delicatessen,1725 MONTELLO AVE NE ,WASHINGTON,DC,20002,2023888522.0,38.90968757,-76.98503507
Unknown,Delicatessen,2801 12TH ST NE ,WASHINGTON,DC,20017,2028323188.0,38.92566791,-76.99025898
HAAGEN-DAZS,Delicatessen,703 7TH ST NW ,WASHINGTON,DC,20007,2023333443.0,38.89888199,-77.02118975
E.B. INCORPORATED,Delicatessen,514 19TH ST NW ,WASHINGTON,DC,20006,2022964339.0,38.89657284,-77.04372203
BCS CORPORATION,Delicatessen,1401 COLUMBIA RD NW ,WASHINGTON,DC,20009,2024837877.0,38.92791367,-77.0329908
LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,Delicatessen,1500 SOUTH CAPITOL ST SE ,WASHINGTON,DC,20003,2026407939.0,38.87235978,-77.00852675
MOMs Organic Market Inc,Grocery Store,1501 NEW YORK AVE NE ,WASHINGTON,DC,20002,Not Available,38.91594388,-76.98359091
